,Report Received Date,NHTSA ID,Recall Link,Manufacturer,Subject,Component,Mfr Campaign Number,Recall Type,Potentially Affected,Recall Description,Consequence Summary,Corrective Action,Park Outside Advisory,Do Not Drive Advisory,Stock Abbreviation,fuzzy_company,ticker,open,close,market_cap,eps,full_name
1738,2024-02-08,24V088000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V088000),"International Motors, LLC",Steering Gear Assembled Incorrectly,,24503,Vehicle,893,"Navistar, Inc. (Navistar) is recalling certain 2024 International HX, LT, RH and 2024-2025 International HV, MV trucks and 2024 IC Bus CE commercial buses.  The steering gear assemblies may have been assembled incorrectly with fewer recirculating balls than are required, which may result in a loss of steering control.",A loss of steering control increases the risk of a crash.,"Dealers will inspect and replace the defective gears, free of charge.  Owner notification letters were mailed September 30, 2024.  Owners may contact Navistar's customer service at 1-800-448-7825.  Navistar's number for this recall is 24503.",No,No,NYSE:,General Motors Co,GM,38.12250484535036,37.93601608276367,64983121920,5.24,General Motors Company
1739,2024-02-08,24V089000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V089000),"International Motors, LLC",Steering Gear Assembled Incorrectly,,24504,Vehicle,1191,"Navistar, Inc. (Navistar) is recalling certain 2024 IC Bus CE school buses.  The steering gear assemblies may have been assembled incorrectly with fewer recirculating balls than are required, which may result in a loss of steering control.",A loss of steering control increases the risk of a crash.,"Dealers will inspect and replace the defective gears, free of charge.  Owner notification letters were mailed September 30, 2024.  Owners may contact Navistar's customer service at 1-800-448-7825.  Navistar's number for this recall is 24504.",No,No,NYSE:,General Motors Co,GM,38.12250484535036,37.93601608276367,64983121920,5.24,General Motors Company
1740,2024-02-08,24V091000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V091000),Ford Motor Company,Fastener Connecting Knuckle and Strut May Be Loose,STEERING,24S04,Vehicle,121,Ford Motor Company (Ford) is recalling certain 2023 Explorer vehicles.  The right-front lower fastener connecting the steering knuckle and strut may be loose or missing.,"A loose or missing connection between the knuckle and strut can cause improper tire alignment, resulting in a steering pull or require increased steering effort.  Additionally, the brake hose may contact the tire and become damaged, resulting in a brake fluid leak and a loss of braking ability.  Either of these scenarios can increase the risk of a crash.","Dealers will inspect the fasteners, and tighten or install them as necessary, free of charge.  Owner notification letters were mailed March 08, 2024.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 24S04.",No,No,NYSE:F,FORD MOTOR CO,F-PD,,,,,
1741,2024-02-08,24V093000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V093000),"Daimler Trucks North America, LLC",Steering Gear Assembled Incorrectly,,FL995,Vehicle,11,"Daimler Trucks North America, LLC (DTNA) is recalling certain 2024 FCCC MT45G, MT45, and Freightliner Cascadia vehicles.  The steering gear assemblies may have been assembled incorrectly with fewer recirculating balls than are required, which may result in a loss of steering control.",A loss of steering control increases the risk of a crash.,"Dealers will replace the steering gears, free of charge.  Owner notification letters were mailed April 5, 2024.  Owners may contact DTNA customer service at 1-800-745-8000.  DTNA's number for the recall is FL995.",No,No,NYSE:,DAIMLER AG,MBGAF,59.9682502746582,59.9682502746582,60297027584,8.21,Mercedes-Benz Group AG
1742,2024-02-07,24V073000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V073000),Motor Coach Industries,Lift Threshold Warning Lights Insufficient,EQUIPMENT ADAPTIVE/MOBILITY,NR (Not Reported),Vehicle,2114,"Motor Coach Industries (MCI) is recalling certain 2014-2018 D4000, 2013-2019 D4005, 2013-2023 D4500, 2013-2020 D4505, and 2021-2024 D45CRT coaches equipped with a Ricon wheelchair lift.  The red beacon lighting on the Threshold Warning System (TWS) may not be bright enough.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 403, ""Platform Lift Systems.""","Beacons that do not provide proper illumination may be less visible to wheelchair lift users, increasing the risk of injury.","MCI will work with Ricon to replace the TWS kits, free of charge.  Owner notification letters were mailed March 21, 2024.  Owners may contact MCI customer service at 1-800-241-2947.",No,No,NYSE:,TOYOTA MOTOR CORP/,TOYOF,20.610650429741252,21.37578010559082,269150797824,2.14,Toyota Motor Corporation
1743,2024-02-07,24V074000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V074000),"Eldorado National- California, Inc.",Lift Threshold Warning Lights Insufficient,EQUIPMENT ADAPTIVE/MOBILITY,NR (Not Reported),Vehicle,108,"Eldorado National-California, Inc. (ENC) is recalling certain 2012-2023 XHF and Arrivo vehicles equipped with a Ricon wheelchair lift.  The red beacon lighting on the threshold warning system (TWS) may not be bright enough.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 403, ""Platform Lift Systems.""","Beacons that do not provide proper illumination may be less visible to wheelchair lift users, increasing the risk of injury.","ENC will work with Ricon to replace the TWS kits, free of charge.  Owner notification letters were mailed March 4, 2024.  Owners may contact ENC customer service at 1-951-684-6868.",No,No,NYSE:,ELDORADO GOLD CORP /FI,EGO,12.359999656677246,12.329999923706055,5294827520,2.03,Eldorado Gold Corporation
1745,2024-02-07,24V078000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V078000),Blue Bird Body Company,Incorrectly Installed Seats/FMVSS 210,,R24CM-SB,Vehicle,6691,"Blue Bird Body Company (Blue Bird) is recalling certain 2020-2024 Vision 2020-2023 All American school buses.  The convertible seats may have been incorrectly installed, which can result in an unsecured seat.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 210, ""Seat Belt Assembly Anchorages.""","An unsecured seat may not adequately restrain an occupant, increasing the risk of injury during a crash.","Dealers will inspect and repair the seat, free of charge.  Owner notification letters were mailed March 04, 2024.  Owners may contact Blue Bird customer service at 1-478-822-2242.  Blue Bird's number for this recall is R24CM-SB.",No,No,NYSE:BLBD,Blue Bird Corp,BLBD,31.5,31.25,1787693952,3.49,Blue Bird Corporation
1746,2024-02-07,24V079000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V079000),Blue Bird Body Company,Incorrectly Installed Seats/FMVSS 210,,R24CM-NSB,Vehicle,127,"Blue Bird Body Company (Blue Bird) is recalling certain 2022-2023 Vision and 2021-2023 All American transit buses.  The convertible seats may have been incorrectly installed, which can result in an unsecured seat.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 210, ""Seat Belt Assembly Anchorages.""","An unsecured seat may not adequately restrain an occupant, increasing the risk of injury during a crash.","Dealers will inspect and repair the seat, free of charge.  Owner notification letters were mailed March 04, 2024.  Owners may contact Blue Bird customer service at 1-478-822-2242.  Blue Bird's number for this recall is R24CM-NSB.",No,No,NYSE:BLBD,Blue Bird Corp,BLBD,31.5,31.25,1787693952,3.49,Blue Bird Corporation
1747,2024-02-07,24V081000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V081000),"Suzuki Motor USA, LLC",Drive Chain May Detach,POWER TRAIN,3A02,Vehicle,360,"Suzuki Motor USA, LLC (Suzuki) is recalling certain 2024 GSX-8R motorcycles.  The drive chain may detach due to missing rivets, which can result in a loss of power to the rear wheels.",A loss of drive power increases the risk of a crash.,"Dealers will inspect and repair the drive chain with a replacement joint and replace sprockets as necessary, free of charge.  All affected motorcycles are within the manufacturers direct control and therefore no owner notification letters will be sent.  Owners may contact Suzuki customer service at (714) 572-1490.  Suzuki's number for this recall is 3A02.",No,No,NYSE:,COMFORT SYSTEMS USA INC,FIX,226.6127445392929,230.4881591796875,34625064960,23.56,"Comfort Systems USA, Inc."
1748,2024-02-06,24V072000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V072000),"Mitsubishi Fuso Truck of America, Inc.",Engine May Shut Down Unexpectedly,ELECTRICAL SYSTEM,C10126,Vehicle,175,"Mitsubishi Fuso Truck of America, Inc. (MFTA) is recalling certain 2024 FEC7K and FEC9K vehicles.  Due to a control unit counter error, the vehicle may shut down unexpectedly, which can result in a loss of drive power.",A loss of drive power can increase the risk of a crash.,"Dealers will reprogram vehicle control unit and instrument panel control unit, free of charge.  None of the affected vehicles have been sold, so therefore no owner notification letters will be sent.  Owners may contact MFTA customer service at 1-877-771-0707.  MFTA's number for this recall is C10126.",No,No,NYSE:,Full Truck Alliance Co. Ltd.,YMM,6.076967525726725,6.135306358337402,13638460416,0.56,Full Truck Alliance Co. Ltd.
1750,2024-02-05,24E007000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24E007000),"Worldwide Distribution, LLLP",Propane Leak from Fill Gauge,EQUIPMENT,NR (Not Reported),Equipment,665,"Worldwide Distribution, LLLP (Worldwide) is recalling certain INGUSA/LP ASME Remote fill ASME LP tanks.  Please see the recall report for all the affected serial numbers.  The liquid level remote fill gauge on the propane tank may leak when in the ""Open"" position.",A fuel leak in the presence of an ignition source increases the risk of a fire.,"Dealers will inspect and replace the valve as necessary, free of charge.  Owner notification letters are expected to be mailed February 15, 2024.  Owners may contact Worldwide customer service at 1-904-268-4921.",No,No,NYSE:,"Distribution Solutions Group, Inc.",DSGR,32.970001220703125,32.880001068115234,1402598016,0.08,"Distribution Solutions Group, Inc."
1751,2024-02-02,24V066000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V066000),"Forest River, Inc.",Incorrect Tire Size on Placard/FMVSS 120,EQUIPMENT,69-1731,Vehicle,107,"Forest River, Inc. (Forest River) is recalling certain 2023-2024 Salem and Wildwood fifth wheel travel trailers.  The Federal Placard may have incorrect tire size information.  As such, these trailers fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 120, ""Wheels and Rims - Other Than Passenger Cars.""","Incorrect tire size information could result in the wrong tires being installed on the trailer, increasing the risk of a crash.","Dealers will mail new federal placards, free of charge.  Owner notification letters were mailed February 13, 2024.  Owners may contact Forest River Customer Service at 1-574-534-3167.  Forest River's number for this recall is 69-1731.",No,No,NYSE:,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,217.22999572753906,218.1699981689453,9697161216,-1.3,"Charles River Laboratories International, Inc."
1752,2024-02-02,24V067000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V067000),"Gulf Stream Coach, Inc.",Incorrect Tire Size & Pressure/FMVSS 110,EQUIPMENT,160FK/23,Vehicle,17,"Gulf Stream Coach, Inc. (Gulf Stream) is recalling certain 2024 Trail Boss 160FK trailers.  The incorrect tire size and tire pressure are listed on the federal certification label.  As such, these trailers fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 110, ""Tire Selection and Rims"" and 49 CFR Part 567, ""Certification.""","Incorrect tire information could result in improperly inflated tires or the wrong tires being installed on the trailer, increasing the risk of a crash.","Dealers will mail replacement federal certification labels to customers, free of charge.  Owner notification letters were mailed February 8, 2024.  Owners may contact Gulf Stream customer service at 1-800-289-8787.  Gulf Stream's number for this recall is 106FK/23.",No,No,NYSE:,GULF ISLAND FABRICATION INC,GIFI,4.53000020980835,4.570000171661377,128278232,0.6,"Gulf Island Fabrication, Inc."
1753,2024-02-02,24V068000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V068000),Blue Bird Body Company,Unintended Deactivation of Warning Lights/Stop Arm,ELECTRICAL SYSTEM,R24CX (SB),Vehicle,5197,Blue Bird Body Company (Blue Bird) is recalling certain 2021-2024 Vision school buses.  Firmware in the multiplex module may cause the warning lights to deactivate and the stop arm to retract without warning.,An unintended deactivation of the warning lights and retraction of the stop arm during use increases the risk of a crash or injury.,"Dealers will update the multiplex firmware, free of charge.  Owner notification letters were mailed March 25, 2024.  Owners may contact Blue Bird customer service at 1-478-822-2242.  Blue Bird's number for this recall is R24CX (SB).",No,No,NYSE:BLBD,Blue Bird Corp,BLBD,31.239999771118164,30.90999984741211,1787693952,3.49,Blue Bird Corporation
1754,2024-02-01,24V065000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V065000),Hyundai Motor America,Loss of Drive Power from Faulty Driveshaft,POWER TRAIN,"253 (H), 017G (G)",Vehicle,1165,"Hyundai Motor America (Hyundai) is recalling certain 2023 IONIQ 5, IONIQ 6, and Genesis GV60 vehicles.  The rear inner driveshaft may have been improperly heat-treated, allowing it to break under load and resulting in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will replace the rear inner driveshaft, free of charge.  Owner notification letters were mailed March 29, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's numbers for this recall are 253(H), 017G(G).",No,No,NYSE:,TOYOTA MOTOR CORP/,TOYOF,19.08039471161707,19.36731719970703,269150797824,2.14,Toyota Motor Corporation
